rind_Mix,rindMixoos,adjrind_Mix,adjrindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,mixEq,zeroInDPM,commonInDPM,rind_DPM,rind_DPMoos,adjrind_DPM,adjrind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpmEq,adjrind_K,adjrind_Koos,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,zeroInk,commonInk,meanBetaSLR,zeroInSLR,commonInSLR,slrRMSE,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet
0.24008948545861297,0.31328859060402686,0.0008987355874413415,-0.00018850186003740974,7.412448562031716,10.195999787563402,0.496751624187906,0.5802098950524738,1.8571735706974795,2.1760094409010486,1,true,true,0.12053691275167785,0.13082774049217002,0.0,0.0,3.401136286321164,3.7678353639311815,0.9725137431284357,0.9750124937531235,-0.011137135632849907,1,-0.015055494364933458,-0.007184979833323003,0.7719015659955257,0.7736017897091723,2.476102050627758,2.8812071435875413,1.8968037164251164,false,true,1.795333043119777,false,true,2.557579145923567,5,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.17718120805369128,0.20751677852348993,-0.0016018354982596202,-0.0001180304109414606,6.083194986060982,7.183617429521652,0.4905047476261869,0.6259370314842578,1.64334009188882,1.8480046508475136,1,true,true,0.12053691275167785,0.12053691275167785,0.0,0.0,3.1413519021426435,3.466726638540943,0.9752623688155923,0.9822588705647176,-0.0177359467058327,1,-0.012252351270129403,-0.0026991358369675904,0.7752125279642058,0.7698434004474273,2.6066156464548857,2.829299534577623,2.1293678657613584,false,true,1.9930293559579968,false,true,2.963538865559461,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.22970917225950782,0.21029082774049218,0.0019351440342774816,0.0,5.809410233708948,55.78355087475776,0.5129935032483758,0.5067466266866567,1.8379903888617999,2.0476893028310754,1,true,true,0.12053691275167785,0.12053691275167785,0.0,0.0,3.2687388949583918,3.476117685525592,0.9650174912543729,0.9682658670664668,-5.1088777337338876e-5,1,-0.00990486343351117,0.0007834648596661876,0.7733333333333333,0.7630425055928411,2.4658571218011756,2.71487804393717,3.1412291054369503,false,false,1.6142817594252563,false,true,2.663419452671515,4,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.4297986577181208,0.40554809843400447,0.033361139539935136,0.00014627660120522613,6.477451620987267,10.646084153718935,0.49325337331334335,0.6094452773613194,1.8425864068724618,2.6096194969216455,1,true,true,0.15955257270693513,0.15105145413870247,0.0005100929872741068,0.000197634154475796,3.7106617116717553,3.7253538263167005,0.9712643678160919,0.9717641179410295,0.0011440870462918723,1,0.011236983778181735,-0.005703551209789204,0.7735123042505593,0.7663534675615212,2.453012020187947,2.2139262988731003,3.145845449860271,false,false,2.2410729124166573,false,true,2.6052367846797826,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.16876957494407158,0.18058165548098434,-0.0010549591203340872,0.0,5.175256828848687,8.087413769087252,0.5012493753123438,0.57896051974013,1.69190128766,1.9144522536252477,1,true,true,0.12053691275167785,0.1297539149888143,0.0,0.0,3.258156490708563,3.667971280723377,0.9695152423788106,0.9777611194402799,-0.0017847170499781897,1,0.01502945786263015,-0.010811094708299714,0.7732438478747203,0.7642058165548098,2.210380018314741,2.690421978680422,2.4753964561366955,false,true,2.243188760984738,false,true,2.666062992223202,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.16053691275167786,0.15033557046979865,0.000197634154475796,0.000197634154475796,4.722055235589276,6.087304830309428,0.5002498750624688,0.5129935032483758,1.8021317604418854,1.9110681876663422,1,true,true,0.13082774049217002,0.13082774049217002,0.000197634154475796,0.0,3.6925929216475386,3.951501301367579,0.9800099950024987,0.9772613693153424,0.018892485853655328,1,-0.004857711982039175,-0.0030450946453962797,0.7614317673378076,0.7569574944071589,2.947601656147324,2.493430836845904,3.357020365191414,false,false,1.809926650543187,false,true,3.0333235120192357,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.1410290827740492,0.18899328859060402,0.000197634154475796,-0.00041658536257962845,6.09257136773477,55.924554293764274,0.5239880059970015,0.4960019990004998,1.5476877828900582,1.681154298645132,1,true,true,0.12053691275167785,0.1297539149888143,0.0,0.0,3.2941765933792366,3.69282274594029,0.9717641179410295,0.9702648675662169,9.612569249971547e-8,1,0.0067510834365885775,-0.008245438483182444,0.7633109619686801,0.767337807606264,2.2538635680335477,2.53413200376773,1.9436366901960211,false,true,1.893412976376532,false,true,2.4554093813210227,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.16008948545861298,0.20689038031319912,-0.0010375793109979289,-0.000516645123504443,6.734143182082176,7.144941442446859,0.512743628185907,0.6061969015492253,1.7830028050399653,2.0287527246586574,1,true,true,0.12053691275167785,0.12053691275167785,0.0,0.0,3.3244526382283808,3.570110441197608,0.9690154922538731,0.9685157421289355,-0.004468578869508152,1,-0.0018945961719007704,-0.0015722657784021233,0.7581208053691275,0.7641163310961969,2.6205566048228617,2.4811609468451468,2.8101166726554436,false,true,2.1412943299659206,false,true,2.6318260744924915,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.17906040268456375,0.18997762863534676,0.00045437844447662534,0.000197634154475796,5.775866316957548,6.583402115168897,0.48300849575212396,0.5484757621189406,1.8910497897747043,2.065259985458481,1,true,true,0.12053691275167785,0.13082774049217002,0.0,0.0,3.428568462290367,3.708490376154083,0.9757621189405298,0.9675162418790605,0.0023562314745868133,1,0.010784936139440052,-0.015357537759056043,0.7876510067114094,0.7752125279642058,2.352401071232938,2.3945290794724654,2.745546798915297,false,true,2.0627174792503773,false,true,2.70765943376491,3,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
0.21646532438478747,0.23651006711409395,-7.013857101052376e-5,-0.0003257834618396611,6.938219814958951,8.12074017358675,0.5039980009995002,0.4682658670664668,1.6153418096944416,1.8002563042968533,1,true,true,0.12053691275167785,0.12053691275167785,0.0,0.0,3.475281867423282,3.779583936983617,0.9790104947526237,0.9692653673163418,2.6878345608930168e-8,1,0.00014010150157385052,-0.0011666558761291728,0.7798657718120805,0.7741387024608501,2.800545707656765,3.0923648540720143,2.880238849336045,false,true,1.5006668800137748,false,false,2.880671921605839,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.1,1.0,0.1
