rind_Mix,rindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,Mix_beta1_c2,mixEq,rind_DPM,rind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpm_beta1_c2,dpmEq,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet
0.18,0.24824120603015076,7.757063382707897,8.224807506566101,0.5102448775612194,0.5472263868065967,1.335865863306592,3.054055292002719,0.8594247522435478,1,0.135678391959799,0.1357286432160804,4.030048162704255,4.552503128763553,0.9145427286356822,0.9080459770114943,-2.2125629187575164,-2.7021407997657527,1,0.6922110552763819,0.6983417085427136,2.1655275220966534,2.6602109642445715,2.7144682233593396,5,2,6,200,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,1.0,1.0,1.0
0.3250251256281407,0.4156281407035176,9.838544788109141,10.182356508145102,0.5147426286856571,0.6304347826086956,1.620167278245048,2.884313803233165,3.692062881580116,1,0.3390954773869347,0.3193467336683417,3.9634598586997325,4.031212618528331,0.9155422288855573,0.9185407296351824,4.207036463925303,5.936718796515207,1,0.6863819095477387,0.6932160804020101,2.2332561319525466,2.3444259706579835,3.586939252319119,12,2,6,200,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,1.0,1.0,1.0
