rind_Mix,rindMixoos,adjrind_Mix,adjrindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,mixEq,zeroInDPM,commonInDPM,zeroInDPM2,commonInDPM2,rind_DPM,rind_DPMoos,adjrind_DPM,adjrind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpmEq,adjrind_K,adjrind_Koos,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,zeroInk,commonInk,meanBetakclust2,zeroInk2,commonInk2,meanBetaSLR,meanBetaSLR2,zeroInSLR,commonInSLR,zeroInSLR2,commonInSLR2,slrRMSE,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet,xdiff
0.6850111856823267,0.701744966442953,0.2353055219004889,0.2410620076304471,24.818706044107394,36.36747651652775,0.5214892553723138,0.4415292353823088,4.755117048932466,3.5596374766925494,1,true,true,true,true,0.6886800894854586,0.7021923937360179,0.24838804304687184,0.2524899634637082,12.205749564937621,18.292133369600023,0.9932533733133433,0.993503248375812,-0.0022573453847268754,1,0.3169862374499897,0.32423628050390174,0.8482326621923937,0.8462639821029083,4.2282161365045345,3.9023053582498766,1.2343536138102507,true,true,4.62695433605183,false,false,3.939645087845693,3.5092452203030944,false,false,false,false,4.577946604791751,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7357494407158837,0.7358389261744966,0.3020990393904348,0.27883811033546,20.56283405143897,40.26466200388038,0.49975012493753124,0.5872063968015993,4.677224074119412,3.9924404208507984,1,true,true,true,true,0.7339597315436241,0.7260850111856824,0.3053723435306952,0.27887206132934944,7.848823519710231,12.762939585576461,0.993503248375812,0.9930034982508745,-0.0005966544177705078,1,0.32057240539046417,0.29124178514862054,0.8552125279642058,0.8487695749440716,3.9097801469068663,4.163201611675404,4.889931662733656,false,false,2.216285351315397,false,true,3.82596506587621,3.6866990537370814,false,false,false,false,4.0341349071354955,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7480984340044743,0.7318120805369127,0.3299442984728588,0.27819008071746915,10.997598999281808,13.709820925315332,0.5039980009995002,0.4312843578210894,4.722396982518771,2.0770025716592615,1,true,true,true,true,0.7368232662192393,0.723579418344519,0.3143832480874227,0.2694701325331219,12.621160774274268,17.711537279142963,0.9952523738130935,0.9952523738130935,0.000116137717159312,1,0.31421198251695515,0.3061194064266832,0.8485011185682326,0.8431319910514541,4.017621806328094,4.2618275304367925,4.048573575005516,false,false,2.022046658412824,false,true,3.998852255091587,3.4303991497849937,false,false,false,false,4.28061885321432,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7407606263982103,0.745413870246085,0.3053699306635567,0.30112861529581536,14.805926121838171,21.294038726482892,0.5199900049975013,0.514992503748126,4.915827548012595,3.845712558727525,1,true,true,true,true,0.6369574944071589,0.661834451901566,0.21462076720554024,0.20878397789051772,13.684406881379754,20.930376790333924,0.9955022488755623,0.9955022488755623,-0.01063672443246377,1,0.2893893487704435,0.3082774770588013,0.8458165548098434,0.8465324384787472,4.074702012305914,4.307781238290005,4.167015207413479,false,false,3.4421940491765484,false,false,4.121150667737731,3.481944645843337,false,false,false,false,4.09295978620674,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7429977628635347,0.7472035794183445,0.30453749593852525,0.29055693950068345,22.95454420852748,26.452284675320264,0.4972513743128436,0.4415292353823088,5.2526784908643265,2.37336371866574,1,true,true,true,true,0.7394183445190157,0.7396868008948546,0.3047364907715715,0.2995496605992007,9.396628129378442,14.038881945173745,0.9965017491254373,0.9965017491254373,1.422870820595782e-5,1,0.3083271743132003,0.26274361060170554,0.8453691275167785,0.8308724832214766,4.255455970150494,4.102147771570862,4.288674961520683,false,false,3.7352358697065204,false,false,3.8214882270168236,3.64096122166094,false,false,false,false,4.385475535240955,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7094407158836689,0.7074720357941835,0.2682530569103077,0.25211558928368805,8.132244597180053,12.544939778216152,0.48500749625187406,0.5509745127436282,4.084749582041042,2.822807050619426,1,true,true,true,true,0.6093959731543624,0.6135123042505592,0.2152210755358448,0.2046571481540207,12.633716612508982,20.362423270667712,0.9980009995002499,0.9980009995002499,0.001472390417711776,1,0.3489972033028085,0.25460860828785675,0.8589709172259508,0.8365995525727069,4.221840224027934,4.4066707340385225,3.635403125262086,false,false,3.6369680059690044,false,true,3.5232114719315315,3.9378400501993838,false,false,false,false,4.270203534441386,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.719731543624161,0.7165100671140939,0.2910617408301403,0.2560322639439838,19.124395133135305,25.470708724396022,0.4682658670664668,0.4427786106946527,4.589523224252155,4.125967633313794,1,true,true,true,true,0.7049664429530201,0.6994183445190156,0.2851560107958216,0.24757869389770984,8.211324818033207,12.770239974143836,0.9980009995002499,0.9985007496251874,-6.157200363496769e-5,1,0.3077037311393106,0.29623240209253676,0.8490380313199105,0.843668903803132,3.9727704852100443,4.074251047504985,2.589790047233749,false,true,3.2258145683568515,false,true,4.129962004528251,3.3112568440113552,false,false,false,false,4.584314925740833,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7395078299776287,0.7469351230425056,0.2966089263154674,0.2958893491669831,20.250977176089933,21.470275273168674,0.5077461269365318,0.42403798100949525,4.655596503314104,2.3299539961262,1,true,true,true,true,0.7365548098434005,0.7359284116331096,0.29955630468105,0.28991750925242715,9.038678666997455,13.826850978607558,0.9945027486256871,0.9950024987506247,-0.0007185139556070094,1,0.35941050640691397,0.33933777980919805,0.8603131991051454,0.8531543624161074,3.7157433732709895,3.8401866853583018,3.9294011472210966,false,false,1.967597533256234,false,true,3.662166743857429,3.8964467327050154,false,false,false,false,4.081766677525271,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7389709172259508,0.734675615212528,0.29974944340268733,0.28785056994115643,13.512195221606548,13.521687745272018,0.4810094952523738,0.5654672663668165,4.557555226199344,5.00252082099584,1,true,true,true,true,0.7412080536912752,0.731185682326622,0.31212664159332876,0.29094598605621613,8.989072957690546,13.844500788679838,0.9955022488755623,0.9950024987506247,-0.009297261958659223,1,0.3714575631671429,0.30135957479982717,0.8617449664429531,0.8365995525727069,3.7564305353281573,4.177447043540591,4.9128726452038425,false,false,3.5944162325312066,false,false,3.728880536978141,3.722531159497151,false,false,false,false,4.285480057853501,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7480984340044743,0.7225055928411633,0.3396339497067011,0.26414615620343584,25.41782487663872,39.22494460873926,0.4732633683158421,0.5434782608695652,4.117799158090577,3.8616259312019925,1,true,true,true,true,0.7396868008948546,0.7130201342281879,0.3292106487137963,0.2623947772555169,11.923212470807364,14.990179687447432,0.9960019990004998,0.9962518740629686,2.0073883047597125e-8,1,0.342519114980523,0.2974676573839431,0.8495749440715884,0.8438478747203579,4.1636744600771864,4.079946453652711,4.630713133057169,false,false,3.5550586127821964,false,false,3.7042556282925774,3.7482712891416043,false,false,false,false,4.27768756902358,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7508724832214765,0.7464876957494407,0.3298146870141274,0.2983835420498489,23.616076542122457,34.92602238095773,0.5072463768115942,0.519240379810095,4.833030472019698,4.306083366957645,1,true,true,true,true,0.7376286353467562,0.7369127516778523,0.30644614088963734,0.30170311598869953,10.585302004007437,17.877311971334798,0.9945027486256871,0.9950024987506247,-0.0016165077193847615,1,0.3715315378932488,0.3298279830590556,0.8648769574944072,0.8490380313199105,3.8523431187609094,4.279025384281032,2.9797501307145566,false,true,3.353535633530332,false,false,3.603768723269027,3.9994321256126653,false,false,false,false,4.121756680834955,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7429082774049217,0.7321700223713646,0.3177964201837427,0.2624515387701709,20.99743334606545,27.610060436284055,0.5209895052473763,0.4847576211894053,5.150044515711358,2.3868998557926635,1,true,true,true,true,0.734854586129754,0.7208948545861298,0.30958529900014503,0.26434517813388764,9.896209591247816,16.620447101493355,0.9975012493753124,0.9970014992503748,-0.0004715812378939481,1,0.31787443355668304,0.25715413553002076,0.8413422818791946,0.8302460850111857,3.50507314852357,3.7198921122931967,4.327186766854438,false,false,5.045770510689304,false,false,3.9564579358061596,3.4915233181750387,false,false,false,false,4.2949254155459595,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7434451901565996,0.7404026845637584,0.3119016935461688,0.2974812200844181,14.305962422059544,14.711524180727965,0.47501249375312343,0.5839580209895052,4.241456790758853,2.088260420154636,1,true,true,true,true,0.7386129753914988,0.7336017897091722,0.3061762088319072,0.2911722026957996,8.713379236125139,14.113086541129778,0.9947526236881559,0.9950024987506247,-0.00023190413345044748,1,0.4103860369879786,0.3534798856846149,0.8685458612975392,0.8498434004474273,2.9848822213813935,3.372981189582089,3.834367737826387,false,false,4.306154160595145,false,false,3.4014071040862484,4.011704535168919,false,false,false,false,4.169736275567148,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7251901565995525,0.73082774049217,0.2685846882214939,0.26610763934008785,22.482436030215062,38.96550702467337,0.5122438780609695,0.4455272363818091,5.496877454037795,3.7520433548887873,1,true,true,true,true,0.7185682326621924,0.7257270693512304,0.2724580264005538,0.2784973836376595,12.993783241655077,19.56678085907825,0.9917541229385307,0.9910044977511244,-0.0005052872815980891,1,0.3044937456322102,0.3820711076531733,0.8395525727069352,0.8527069351230425,3.9143009771697246,3.8754458164860175,5.0076567567065755,false,false,3.837447007791133,false,false,3.7441992957608297,3.772806293401748,false,false,false,false,4.380393416607043,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7287695749440716,0.7351230425055928,0.3012619194615062,0.28908761332477534,20.65092741779449,22.499574596670136,0.4832583708145927,0.42903548225887056,4.665027596032997,4.319775168963295,1,true,true,true,true,0.7239373601789709,0.727158836689038,0.3025112227699492,0.28839185533147715,9.516153069623057,14.01751395568163,0.9985007496251874,0.9985007496251874,0.003480073232758155,1,0.3178694648474991,0.2751270302109634,0.8426845637583893,0.8354362416107383,3.8437360341102016,3.8778150835916847,1.6421695406945132,false,true,4.837556589285927,false,false,3.8320972896664536,3.565279474677129,false,false,false,false,4.44419862792618,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7423713646532438,0.7473825503355704,0.30642042689256793,0.30689258326929414,15.863229272816783,20.71608122607899,0.48125937031484256,0.632183908045977,4.702552183597867,1.7955474529734596,1,true,true,true,true,0.603847874720358,0.6112751677852349,0.2018406441167842,0.19861518009849635,13.429077360334459,19.537169204450713,0.9980009995002499,0.9975012493753124,0.0005132090190390454,1,0.29760563091004993,0.4177786969109868,0.8455480984340045,0.8714988814317673,3.6363013078360567,3.3316705109928892,5.9988131099211035,false,false,2.7719160114201826,false,true,3.72154891211869,3.8513526984032787,false,false,false,false,4.2018822219851995,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7169574944071588,0.7219686800894854,0.2648879120210769,0.27133432189529094,21.09261379072186,20.295473712883652,0.48875562218890556,0.6124437781109445,4.136615550143938,4.139786508451429,1,true,true,true,true,0.7153467561521253,0.7171364653243848,0.2683646163420494,0.2741924863289654,11.626121127830034,15.006469617987323,0.9955022488755623,0.9955022488755623,-0.00048234903280254895,1,0.33535448386736477,0.28831349301439246,0.851185682326622,0.8408948545861298,4.443900208321592,4.580629539525526,3.552373678570431,false,false,2.0849898689443744,false,true,3.1929823771693524,4.075428155697721,false,false,false,false,4.871680062007945,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7259060402684564,0.7400447427293065,0.2735676118413355,0.28890100051606804,17.263137575908008,24.92407299789615,0.5019990004997501,0.48075962018990503,5.0458910312977885,4.622277626826615,1,true,true,true,true,0.6059060402684564,0.6127069351230425,0.20803793619748068,0.19550293463088622,12.792021365921865,22.258000911255607,0.9965017491254373,0.9965017491254373,-0.0021491265026733005,1,0.31899584734493736,0.32563714178068964,0.8514541387024609,0.8521700223713646,3.070384525494132,3.210961862335358,5.4651135790767,false,false,4.093536492248314,false,false,3.915628350745393,3.6272184048657956,false,false,false,false,4.340783599920793,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7480984340044743,0.7407606263982103,0.31829056242047754,0.27493812895091035,23.2854865812135,23.486380935532264,0.4730134932533733,0.5194902548725637,4.419695621418143,2.5353110517851207,1,true,true,true,true,0.596331096196868,0.5977628635346757,0.19286337040143756,0.18695957081295345,14.597684630131502,15.72698833240437,0.9985007496251874,0.9985007496251874,-0.000464770133644727,1,0.3579681553890525,0.28711002562549015,0.8462639821029083,0.8306040268456376,3.721496439936121,3.871145167208248,4.991399720572636,false,false,3.9870296922808683,false,false,3.2800816383396714,4.146688125126524,false,false,false,false,4.342401252884323,4,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7411185682326622,0.7538255033557048,0.3055562305492468,0.3167941029406013,16.206644558227474,21.294962627812904,0.4972513743128436,0.48200899550224885,4.440130669871288,1.8373055792618325,1,true,true,true,true,0.6097539149888144,0.6085011185682326,0.2197939176344324,0.18898208904090413,11.912621094562873,20.67583890043404,0.9960019990004998,0.9952523738130935,0.002675792012341702,1,0.3710153218914466,0.31117500809755394,0.8595973154362416,0.8447427293064877,3.624583360978621,3.6762231332515096,4.212042936191778,false,false,4.36003719607179,false,false,3.5789694361587645,3.770090377529665,false,false,false,false,4.331118192877136,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.6516331096196868,0.6675615212527964,0.21597233619787318,0.21739487312091732,29.334448335376088,32.33778761288539,0.5274862568715641,0.5374812593703149,5.348073626379691,3.799778858703015,1,true,true,true,true,0.6052796420581655,0.6129753914988815,0.20192117231165893,0.1961772811354553,11.879237005042942,15.235202173541067,0.9975012493753124,0.9975012493753124,-0.0003802538234910355,1,0.29582796579182513,0.29847228259825875,0.8408053691275168,0.8455480984340045,3.4028447735395955,3.5592337979783655,4.052383731719947,false,false,5.204148200169141,false,false,3.773269103133645,3.8122880798208905,false,false,false,false,4.141624371266804,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7423713646532438,0.7504250559284117,0.31026519300358935,0.31845746181065443,16.843683722715653,22.524730323452975,0.4870064967516242,0.5592203898050974,4.428906936170102,3.9253867076924456,1,true,true,true,true,0.7364653243847875,0.7423713646532438,0.31107726433835114,0.31880372652157063,7.648268787243471,13.21087934424745,0.9977511244377811,0.9975012493753124,0.0028858570440439307,1,0.34989207361396685,0.34330896810278816,0.8536017897091722,0.8502908277404921,3.6110186766502674,3.997766725889196,4.898862176777235,false,false,0.9542666651187587,true,true,3.325584031513817,3.997097641228423,false,false,false,false,4.49307407332578,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7361073825503356,0.7315436241610739,0.31757606726778487,0.2904795975369466,21.642335366787947,24.278106590852314,0.4912543728135932,0.5322338830584707,4.368293136585736,3.185265375356585,1,true,true,true,true,0.7328859060402685,0.727248322147651,0.3177035034999785,0.2946034528776182,10.287712075725969,13.156278860519423,0.9970014992503748,0.9972513743128436,-0.0026537143504947037,1,0.31883616882731997,0.33375663907120445,0.8442953020134228,0.8427740492170023,4.196609568811525,3.972536293087016,3.3560946845710595,false,true,2.118292236207301,false,true,4.085825701312307,3.272698159830347,false,false,false,false,4.558743938840681,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.6062639821029083,0.6066219239373601,0.2073103601460572,0.19785093624077724,22.36613841686756,23.538726546836518,0.5047476261869065,0.620439780109945,5.474127678598406,2.490089016845398,1,true,true,true,true,0.6048322147651006,0.6008948545861298,0.20832029877611524,0.19929995376563545,12.180814797506498,11.676420089441821,0.9985007496251874,0.9985007496251874,-0.0015840365941046564,1,0.3338104664426717,0.31798595119786194,0.8537807606263982,0.8485011185682326,3.4054808682541604,3.0871939065802896,4.880953245566537,false,false,4.525029084725777,false,false,3.821313919689005,3.6663026293608585,false,false,false,false,4.155579879295254,2,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7293959731543624,0.734496644295302,0.2984082836844797,0.2911867438159669,16.730464280394692,23.87897293800577,0.4917541229385307,0.4185407296351824,4.834146039647719,4.045022342098516,1,true,true,true,true,0.7278747203579419,0.7302013422818792,0.30324054524965266,0.2960023076999592,9.705696833755061,18.01733148806639,0.9945027486256871,0.9945027486256871,-0.0012571912847428608,1,0.3351123600361654,0.33606706514776263,0.8521700223713646,0.8538702460850112,4.265509364256812,4.14189863974894,2.810025113825626,false,true,3.528025374306186,false,false,4.059686965240437,3.3905525817307227,false,false,false,false,4.42108658542871,3,3,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
0.7389709172259508,0.7318120805369127,0.30032919733082686,0.2687780011072449,16.256413588599337,25.83789012354979,0.4790104947526237,0.46851574212893554,4.596655846401899,2.4123662059144584,1,true,true,true,true,0.6047427293064876,0.61834451901566,0.20478201058831236,0.20532289600842776,11.233730179670046,23.084025758457592,0.9960019990004998,0.9962518740629686,0.026797188151671085,1,0.3442472521911078,0.3469131397054122,0.8484116331096196,0.8478747203579419,3.851583217252471,4.326787957990741,5.388724422461993,false,false,2.4350111341742804,false,true,3.9295926585892054,3.6289879004857233,false,false,false,false,4.187594216214244,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,2.0,1.0,1.0
