rind_Mix,rindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,Mix_beta1_c2,mixEq,rind_DPM,rind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpm_beta1_c2,dpmEq,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,ncMix,ncDPM,ncK,n,fractions,variance,interEffect,common
0.2051256281407035,0.3131155778894472,15.03048593927735,18.263910328239632,0.5044955044955045,0.6828171828171827,2.753971493773301,2.8948062481653305,1.366230956129117,1,0.1035678391959799,0.1035678391959799,5.996966229496414,6.664288170645781,0.9370629370629371,0.9535464535464535,0.7701874884354243,1.7022429534366803,1,0.7550251256281407,0.750854271356784,4.627926546080423,4.709226874401249,5.722422016646777,7,7,7,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.5348241206030151,0.5529145728643217,12.067182860328069,13.665484895886086,0.495004995004995,0.5434565434565435,2.8322546224339655,4.248321895415179,1.4187256695626553,1,0.09547738693467336,0.1035678391959799,6.148253265556174,6.6290555094115735,0.9295704295704296,0.935064935064935,-1.1428263192444674,-1.7722873721393722,1,0.736532663316583,0.7295979899497488,4.5650414796385625,4.9980064272833165,2.765001528368466,6,6,6,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.21964824120603016,0.23954773869346735,12.462699070922099,16.5142200619501,0.5044955044955045,0.561938061938062,2.903098556496645,3.206758343312723,1.5546975518474824,1,0.1035678391959799,0.1035678391959799,6.4332235544138445,6.65933669594618,0.951048951048951,0.948051948051948,-0.39910775248051156,-1.4647297524445988,1,0.7656281407035176,0.7657286432160804,4.740972270811263,4.671447152227868,8.156455369633669,5,5,5,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.5219095477386935,0.5428643216080402,12.289591989168018,21.387055926065038,0.5044955044955045,0.5684315684315684,2.4655455708577994,2.1121431290780297,2.87814951014266,1,0.09547738693467336,0.1035678391959799,6.773428650288212,7.228315382202058,0.9465534465534466,0.9310689310689311,-0.5352404764804005,-0.7390812341390013,1,0.7622613065326633,0.7531658291457286,4.883297695802909,4.94156028506227,3.119750713254751,4,4,4,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.2576884422110553,0.4014070351758794,17.79833309685868,19.211256145998515,0.5124875124875126,0.4330669330669331,2.3982099097371683,2.732440920038335,1.1675095085176521,1,0.18879396984924623,0.1586934673366834,7.123534348365482,7.28527063482032,0.938061938061938,0.9145854145854146,-0.6011148969377489,-1.9952945044067278,1,0.7581909547738693,0.7608040201005025,4.848186404550378,4.552879784217112,0.40895601838956147,13,13,13,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.19733668341708543,0.2185427135678392,11.606110814460694,11.837665247635513,0.514985014985015,0.5934065934065934,2.689419502472879,3.268441428646981,2.343801626463673,1,0.09547738693467336,0.09547738693467336,6.407627782358501,6.982172777126112,0.9385614385614385,0.9440559440559441,32.01760609730161,15.683395319466518,1,0.7374371859296482,0.7395979899497488,4.429227160702537,4.8315109439011135,3.4088269334974677,5,5,5,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.18216080402010051,0.19668341708542714,11.164830766528874,12.258765380138408,0.5044955044955044,0.45854145854145856,2.5944920241984244,2.7684373656019026,4.457840754336491,1,0.11155778894472362,0.1035678391959799,6.570560934278642,6.734649479154613,0.9565434565434565,0.9525474525474525,-0.022297633170320727,0.04141241966091129,1,0.7546231155778894,0.7496984924623116,4.693352825570134,4.901776418468516,6.130328680282953,5,5,5,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.3239698492462312,0.32587939698492463,13.067339492432714,16.795619211693243,0.49800199800199796,0.5474525474525475,2.2647847919527546,3.5937959442969842,1.4972092126455312,1,0.1272361809045226,0.1272361809045226,6.436453442235249,7.010123903974018,0.9370629370629371,0.9125874125874126,-1.7331177757855378,-2.5700934750233824,1,0.7644221105527638,0.7573366834170854,4.690244235663777,4.61138337736541,7.158300159736513,6,6,6,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.5373366834170854,0.5096984924623116,8.913815301996918,9.3507412995098,0.49000999000999,0.487012987012987,2.5403948323795524,4.023529593009997,1.360624096920474,1,0.09547738693467336,0.1035678391959799,6.278910292388854,6.436782673906886,0.9240759240759241,0.9035964035964036,-0.25394625971390505,-0.8373700006600118,1,0.7578391959798995,0.7522110552763819,5.159335480728858,4.578606046848917,3.538472532625495,4,4,4,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.22045226130653267,0.3179899497487437,15.436488734471869,16.357146288286522,0.4945054945054945,0.505994005994006,2.4412699703185856,2.7070179282094857,5.145786952624894,1,0.11160804020100502,0.11160804020100502,6.939907109298884,6.848491912382795,0.9440559440559441,0.9155844155844155,-0.036365755497103455,0.45447587760932506,1,0.7654271356783919,0.7645226130653267,4.5147986091424945,4.085321625302334,-1.5439551388117394,11,11,11,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.44055276381909547,0.4642211055276382,12.415478873676305,13.85641252019963,0.502997002997003,0.5999000999000998,3.0882911578631456,3.5890303368459877,2.6593573795287,1,0.09547738693467336,0.1035678391959799,6.535736022954839,6.792626927537766,0.9430569430569431,0.9400599400599401,1.271500315867589,0.06015141356993845,1,0.7541206030150753,0.7619597989949749,4.797692693207875,5.050494111193219,4.995666278255144,6,6,6,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.28804020100502514,0.3173869346733668,11.514532492463484,18.229643545292703,0.5214785214785215,0.537962037962038,2.6318222483901903,1.779583735326573,4.844601202969082,1,0.11155778894472362,0.11160804020100502,6.8691588405387085,7.836050438221987,0.9415584415584415,0.9460539460539461,0.6850420837235331,0.47010220299578387,1,0.7631155778894473,0.7680402010050251,4.677735496748708,5.09373615329611,5.081480113792229,3,3,3,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.2680402010050251,0.36683417085427134,17.273279826628407,18.416962566125644,0.5049950049950049,0.5814185814185815,2.324001017327612,2.7275627784806264,2.18945367858663,1,0.3220100502512563,0.29381909547738694,7.512051966700551,8.21272951359329,0.9405594405594406,0.942057942057942,33.60443967250004,24.400950201513893,1,0.7577386934673367,0.7556281407035176,4.926990632808752,4.581387005825755,2.8498804737300207,8,8,8,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
0.21944723618090453,0.2621105527638191,11.262586833885763,14.120667252874028,0.5249750249750249,0.573926073926074,2.4675782593364723,3.1107950154965085,0.524580428310692,1,0.09547738693467336,0.1035678391959799,5.9619676266873505,6.3445691925397165,0.9375624375624376,0.9330669330669331,0.11142275365950444,-0.29551222813390826,1,0.7607537688442211,0.762462311557789,4.338716646954312,4.744500577240644,2.9617827999640736,8,8,8,200,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,2.0,3.0
