rind_Mix,rindMixoos,adjrind_Mix,adjrindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,mixEq,zeroInDPM,commonInDPM,rind_DPM,rind_DPMoos,adjrind_DPM,adjrind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpmEq,adjrind_K,adjrind_Koos,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,zeroInk,commonInk,meanBetaSLR,zeroInSLR,commonInSLR,slrRMSE,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet
0.18004474272930648,0.21073825503355706,0.0,-0.0005052251923173032,9.566688230724946,13.986683593548722,0.4987506246876562,0.5072463768115942,2.083651569687797,2.134971103835332,1,false,true,0.12053691275167785,0.1297539149888143,0.0,0.0,4.548501223050988,4.9897213415567325,0.9790104947526237,0.9817591204397801,0.0017121949283613888,1,-0.008765554887699725,-0.0002200703058903047,0.770917225950783,0.7733333333333333,3.529128021973349,4.014137547724633,3.014325327805776,false,true,2.070636925263022,false,true,3.560111785759717,4,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.2084116331096197,0.26237136465324384,-0.0006108736419566607,0.0002648374434327258,14.303911257745687,14.482607434327004,0.49750124937531237,0.4855072463768116,1.9433817544917042,1.9807199018430548,1,false,true,0.13082774049217002,0.13082774049217002,0.0,8.399849169986201e-5,5.621772548270117,5.634808133709327,0.9775112443778111,0.9800099950024987,-0.06679680305270025,1,-0.006917677023092988,0.01653366852345957,0.7692170022371365,0.7619686800894855,4.410258071086041,3.67735501456003,2.2147428504743742,false,true,2.040070907135366,false,true,4.411477349114802,7,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.16993288590604028,0.2171812080536913,-0.0003032018199059379,-0.0003679020395296302,9.21610625152711,23.226870376772403,0.5002498750624688,0.42453773113443277,2.0426292823461343,2.0734833808800404,1,false,true,0.1297539149888143,0.13082774049217002,0.0,0.0,4.661025608838259,5.079481436649734,0.9800099950024987,0.9767616191904048,-0.00015114356592680527,1,0.004907899232752462,0.004924857301236213,0.7421923937360179,0.7676062639821029,3.3903150534632416,3.780399644098642,0.2533608689154695,true,false,1.813299369943654,false,true,3.4767022583376193,4,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.13082774049217002,0.2519015659955257,0.0,-0.0005925368769339811,11.809097911113106,16.818155720137458,0.47251374312843575,0.6084457771114443,2.1410391816303322,2.1153927382050473,1,false,true,0.12053691275167785,0.1297539149888143,0.0,0.0,4.507515631786545,4.870176258411736,0.9772613693153424,0.9760119940029985,-2.372145288032479e-6,1,-0.009625335123239612,0.004204572633681274,0.7683221476510067,0.7807606263982103,3.6255641921958772,3.934698799415754,3.2400423532717784,false,false,2.556156852286304,false,true,3.7967533575536674,1,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.15892617449664428,0.15131991051454138,-0.0004015297625708437,0.000197634154475796,7.1370873870041045,29.23522468143269,0.4955022488755622,0.5769615192403799,1.8192447680826014,1.8622870519612018,1,false,true,0.13082774049217002,0.13082774049217002,0.000197634154475796,0.000197634154475796,4.914929842243654,5.117347397885548,0.9762618690654673,0.9780109945027486,0.0034888908601871035,1,0.0009810531987089332,0.008288491375424586,0.7587472035794184,0.7740492170022372,3.557627361324336,3.7397359749837276,2.5972521012003154,false,true,1.9204651486531095,false,true,3.6794568712481666,3,2,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.13906040268456377,0.14979865771812081,0.0,0.0,6.057454805464698,11.762553479433453,0.5069965017491255,0.47801099450274864,1.5861094217604452,1.6364399588720797,1,false,true,0.12053691275167785,0.12053691275167785,0.0,0.0,4.490633170126459,4.853770066211877,0.9795102448775612,0.9747626186906547,0.004939275882451148,1,-0.008044462369433354,0.013007517849077917,0.7821029082774049,0.7761968680089485,3.7978814457214773,3.802038928853575,2.295951399520701,false,true,2.1917994702078425,false,true,3.9462025567580388,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.14854586129753916,0.24232662192393736,0.0,0.0005306333455461327,9.885859140173805,11.634053449836722,0.5154922538730635,0.4952523738130935,2.025518366412143,2.065286742789732,1,false,true,0.12053691275167785,0.12053691275167785,0.0,0.0,4.76496420914796,5.410912795943837,0.972263868065967,0.9695152423788106,-0.03342755780213355,1,0.00900945006855107,0.001790274399929507,0.7714541387024608,0.7752125279642058,3.7703111853770617,3.9791402528613298,-0.3678561591963363,true,false,2.0114837970087045,false,true,3.9354081991152112,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.149082774049217,0.18953020134228188,0.000197634154475796,-5.209307425306779e-5,9.1195061397285,9.777982599729148,0.5077461269365318,0.47876061969015493,1.8548454871122029,1.8839983992772145,1,false,true,0.12053691275167785,0.13082774049217002,0.0,0.0,5.168488162299031,5.3106918653485184,0.9735132433783108,0.9630184907546226,-0.005309747643562549,1,-0.001172137492061049,0.0033085550772164333,0.7690380313199106,0.7721700223713647,3.954102325012214,3.667876667094107,1.905996724560622,false,true,1.9588812902326025,false,true,4.119404849486194,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.15006711409395973,0.17091722595078299,-0.00025906807184066145,0.0002476604659992682,8.283205822659344,23.005286295309475,0.508495752123938,0.5122438780609695,2.409948877594504,2.424699198375091,1,false,true,0.12053691275167785,0.12053691275167785,0.0,0.0,4.8963565367414,5.564720015556215,0.9782608695652174,0.9800099950024987,0.0001986768040385117,1,0.013427473055146383,-0.0007003455184978524,0.7664429530201342,0.7711856823266219,3.8325365217920484,4.153154873710537,4.01958523865751,false,false,2.474999495842762,false,true,3.918555715542616,2,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
0.22675615212527964,0.29252796420581656,-0.0013466093930840021,-0.0009510212655268886,13.62760775948915,21.418605410048798,0.5179910044977512,0.519240379810095,1.631788707967824,1.6999526550781954,1,false,true,0.12053691275167785,0.13082774049217002,0.0,0.0,5.235329870766784,5.8183241025463515,0.9757621189405298,0.9687656171914043,0.0005173503062531596,1,0.001299783134009706,0.012964292255776421,0.7792393736017897,0.7681431767337807,4.456298401632428,4.188520882318763,1.544485031295127,true,true,1.3891812970874984,false,true,4.4663054159514,8,1,8,150,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,1.0,2.0,0.01,3.0,0.01
