rind_Mix,rindMixoos,adjrind_Mix,adjrindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,mixEq,zeroInDPM,commonInDPM,rind_DPM,rind_DPMoos,adjrind_DPM,adjrind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpmEq,adjrind_K,adjrind_Koos,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,kclustIn0,kclustInCommon,meanBetaSLR,zeroInSLR,commonInSLR,slrRMSE,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet
0.18207282913165265,0.25798319327731095,0.0019922475584139977,-0.00021603171345553528,10.5698043244469,11.302277564546483,0.5014992503748126,0.4830084957521239,2.0166208834850017,1.9353886446658106,1,true,true,0.21722689075630253,0.2123249299719888,0.0038410495991713692,-0.00015608081083981232,4.335774945153092,4.964697306164985,0.8518240879560219,0.875312343828086,-0.002463738009966808,1,-0.008602788490062296,-0.004143840427026268,0.7759103641456583,0.7644257703081232,2.0943387392177217,2.5179240878962883,1.6916822817471133,false,true,2.553184124813698,false,false,2.1426601711709865,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.534453781512605,0.5203081232492998,0.044670219853431045,-0.00030128649332650416,5.6766000270823,6.235855593501835,0.47801099450274864,0.5579710144927537,1.6406551228551538,2.1140140375994285,1,true,true,0.11764705882352941,0.1303921568627451,0.0,0.0,4.023257895034742,4.25598473875985,0.7463768115942029,0.7811094452773613,6.88664527980699e-5,1,0.0069136953313136025,-0.010376134889753566,0.7893557422969187,0.7817927170868347,2.4193512546437304,2.390486391805034,1.8538100061242477,false,true,1.6731321607516996,false,true,2.4220715341734262,4,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.2280112044817927,0.3746498599439776,0.0003413843133907997,-0.0003519091069049594,10.064678652039774,10.29369546635849,0.47126436781609193,0.4825087456271864,2.1724248142198257,2.1698620965503173,1,true,true,0.1434173669467787,0.14285714285714285,2.0378427396757793e-5,0.0,3.929514995773832,4.189970339553049,0.8010994502748625,0.7646176911544228,0.0003759236673889313,1,0.0026801667659321023,-0.017288918697369402,0.7792717086834734,0.7750700280112045,1.9558476130144546,2.2927089729749963,1.150992439758061,false,true,2.4372597064269677,false,false,2.0772692063713056,9,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.15532212885154062,0.3242296918767507,0.0,-0.0003496770950575328,11.984269815619987,12.460871372252397,0.5239880059970015,0.5172413793103448,1.5849415894257308,1.7062203291542324,1,true,true,0.44131652661064424,0.396078431372549,0.032193001860791944,-0.0004749277714014327,4.321294048549926,4.328144088494744,0.8088455772113943,0.7853573213393303,-0.006657148629335645,1,0.011453168838156731,-0.006083364626361247,0.7880952380952381,0.7792717086834734,2.5773691492211097,2.148201604820331,1.7565020803801608,false,true,1.7653387235261069,false,true,2.5773739169685004,2,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.21680672268907564,0.2619047619047619,0.00050726263522939,-0.00017873633411778723,7.104868139998551,7.7964817689659105,0.5212393803098451,0.5119940029985007,2.0030623292507106,1.9057127261854734,1,true,true,0.1303921568627451,0.1303921568627451,0.0,0.0,3.966003892583459,4.5349432497460525,0.7866066966516742,0.7866066966516742,-0.01326461304623579,1,0.007594408512413937,0.007121515982482708,0.80406162464986,0.800140056022409,2.2005813199848,2.5425340965780046,2.2520645701892206,false,true,2.117325460285495,false,true,2.2086299108588396,5,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.15588235294117647,0.2026610644257703,0.00017559091219478885,-8.269674071470658e-5,6.600812703169257,7.929419153095802,0.5019990004997501,0.4795102448775612,1.7978095409431623,1.6652646942814355,1,true,true,0.14285714285714285,0.14285714285714285,0.0,0.0,3.907118369819588,4.063475478249347,0.7518740629685158,0.7603698150924538,-0.004861493670177226,1,0.006854854238071398,-0.0007807620237351655,0.7875350140056022,0.7887955182072829,2.297663333389325,2.2117606983339235,1.4081240556970613,false,true,1.6907303445159276,false,true,2.321790859416838,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.2546218487394958,0.29439775910364147,0.0011706060812985922,-0.0002021835826930853,7.6061912461410195,7.7988191309891,0.49150424787606195,0.5929535232383808,1.7957699271043126,1.913300043310383,1,true,true,0.4032212885154062,0.3680672268907563,0.021282270857608133,-0.00015608081083981232,4.055914758780769,4.334158473949901,0.815592203898051,0.8330834582708646,0.0020461963089551246,1,0.014765596160944998,-0.009213982622752071,0.8021008403361345,0.7942577030812324,2.2227459947683568,2.2710623572626556,1.5161791129448736,false,true,1.8547191545623134,false,true,2.2435854485478215,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.35448179271708685,0.4553221288515406,0.003964659393748441,-0.00044450794557952724,10.361090513154465,10.468989181995386,0.49525237381309345,0.6039480259870065,2.0609939877193315,2.3638431314531365,1,true,true,0.29369747899159665,0.27058823529411763,0.0048377343277565005,-0.00020952939697439551,4.431677721068325,4.682318330358314,0.842328835582209,0.8595702148925537,-0.00043362201159429897,1,0.0008667533420008667,-0.004640371229698376,0.7530812324929972,0.757422969187675,2.4814772815494828,2.6610653253693237,0.5380035283826857,true,false,1.8774841088246716,false,true,2.632003734769535,11,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.21680672268907564,0.3158263305322129,0.00018644348690752404,-0.0003342684892258103,6.859930975448433,7.776820569949609,0.4745127436281859,0.5967016491754122,1.758807418212494,1.8558603435963203,1,true,true,0.1303921568627451,0.1303921568627451,0.0,0.0,3.37249762026725,3.9283525757601288,0.7706146926536732,0.7266366816591705,0.000548977316265382,1,0.02193142773594561,-0.01641883519206939,0.7795518207282913,0.7837535014005602,1.949082372470762,2.5247965733738984,2.259934071294534,false,true,1.8633643903525416,false,true,1.9662599351431946,4,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
0.3627450980392157,0.4196078431372549,0.0016254922018412903,-0.0003290594775005582,8.049685110226568,8.57494310104484,0.5029985007496252,0.572463768115942,1.6222613177393248,1.5159405064009464,1,true,true,0.20322128851540616,0.20434173669467787,0.0001978865714172636,-7.689941556444171e-5,4.3857007399240295,4.7013535357075655,0.7318840579710145,0.756871564217891,0.00034390474164323735,1,0.0008672001261382002,-0.0062826432518355915,0.7911764705882353,0.780952380952381,2.3539204418976953,2.187203167072955,1.9876420548267268,false,true,1.484831756695977,false,false,2.3707049874148907,11,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,2.0,0.01,1.0,0.1
