rind_Mix,rindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,mixEq,zeroInDPM,commonInDPM,rind_DPM,rind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpmEq,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,kclustIn0,kclustInCommon,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet
0.18011204481792717,0.3219887955182073,10.716673075064742,13.998928698629715,0.48675662168915546,0.5737131434282858,4.170229644095195,2.510501211609248,1,true,true,0.1303921568627451,0.1303921568627451,4.244087149096686,4.791623300346579,0.8608195902048975,0.8888055972013993,59.27919736908039,1,0.7987394957983194,0.7997198879551821,2.312221741367686,2.448393372595974,3.710493033611102,false,true,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.2053221288515406,0.3004201680672269,9.644700090294895,11.007892382135104,0.5154922538730635,0.5382308845577212,-2.2144203027209937,2.7411724999919644,1,true,true,0.1434173669467787,0.1429971988795518,3.8863340183601554,4.41714758385822,0.8810594702648675,0.8700649675162418,-92.4216077301481,1,0.7869747899159664,0.7836134453781513,2.019935169775461,2.2776848281455537,2.605860292077385,false,true,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.16792717086834733,0.26400560224089636,10.55040918196972,11.270319968816583,0.5017491254372815,0.5834582708645677,3.597728629334416,3.021623832334834,1,true,true,0.1303921568627451,0.14285714285714285,4.472768671899295,4.8831722275465745,0.9440279860069964,0.915792103948026,-23.63839457269246,1,0.7977591036414566,0.7857142857142857,2.2423072717660353,2.4976689456462933,2.779319834100775,false,true,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.30840336134453783,0.30532212885154064,9.942986060275384,10.38921619039546,0.5034982508745627,0.5727136431784108,1.708884169512533,2.031404223279097,1,true,true,0.23865546218487396,0.22338935574229693,4.833981367163231,5.131526575668524,0.9060469765117442,0.904047976011994,-9.66423952232387,1,0.7935574229691876,0.7893557422969187,2.4063477835176865,2.4442555964257013,3.32298988010757,false,true,12,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.23991596638655463,0.39551820728291315,10.56592082574996,12.030026267385676,0.5187406296851573,0.6359320339830086,4.24606526713139,2.3706884134312154,1,true,true,0.1303921568627451,0.1303921568627451,4.01297101225538,4.787214094590495,0.8543228385807096,0.8830584707646176,-45.254551182531465,1,0.7963585434173669,0.7974789915966387,2.164959291613291,2.6932093942919573,2.6508831538807676,false,true,8,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.20630252100840335,0.4012605042016807,11.762328346976672,13.411232750091772,0.519240379810095,0.5872063968015993,3.3636119846818815,2.348074980357696,1,true,true,0.1303921568627451,0.14285714285714285,3.966433114898093,4.620164700775786,0.9100449775112444,0.9112943528235882,-59.21882840683743,1,0.8044817927170869,0.8071428571428572,2.1103183990320433,2.460697184472337,3.38007319183183,false,true,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.3215686274509804,0.453921568627451,11.907732858190268,12.284129574143945,0.5252373813093454,0.47101449275362317,3.796568758751074,3.409169071567298,1,true,true,0.1429971988795518,0.1429971988795518,4.663171240327035,4.933266861970223,0.9110444777611194,0.8958020989505248,-1.0526533583170004,1,0.7913165266106442,0.788235294117647,2.4914092566986916,2.4298536267806794,3.2206718020673577,false,true,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.2635854341736695,0.3420168067226891,10.965030770578613,12.773277301493106,0.546976511744128,0.6059470264867566,4.498769565660039,3.0345472014089285,1,true,true,0.14285714285714285,0.1429971988795518,4.547885490026001,4.787774011825216,0.8918040979510244,0.9030484757621189,-43.57836549234456,1,0.7869747899159664,0.7984593837535015,2.3862679052419336,2.4072962111708263,2.534980680394747,false,true,5,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.20448179271708683,0.3373949579831933,11.29911676914517,13.97660748471418,0.48575712143928035,0.6606696651674162,3.0433687377553813,2.3728676513447553,1,true,true,0.1676470588235294,0.17983193277310924,4.6317131874249275,5.621571859573638,0.842328835582209,0.8995502248875562,105.73365498996799,1,0.7907563025210084,0.7791316526610644,2.162096630961585,2.5719705330836273,3.6210853006816253,false,true,5,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.2647058823529412,0.3179271708683473,10.62144975379978,10.9581865669406,0.5517241379310345,0.6209395302348826,5.123968180066348,2.8180259762210875,1,true,true,0.24803921568627452,0.2372549019607843,4.806766030058434,5.31627293435458,0.9105447276361819,0.9135432283858071,-6.511329957132723,1,0.7928571428571428,0.7852941176470588,2.3782604015771502,2.4947524934760326,3.440825194026461,false,true,9,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.20448179271708683,0.1920168067226891,7.2125812045540325,8.456463263074156,0.4940029985007496,0.4955022488755622,4.421405388775171,2.587857506291843,1,true,true,0.14327731092436974,0.1429971988795518,4.753154501415785,5.125434571949076,0.9055472263868066,0.8863068465767117,4.700422506323031,1,0.7855742296918767,0.7931372549019607,2.4518618220063946,2.4546254985454214,4.876640299089643,false,false,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.30350140056022407,0.35518207282913167,9.183860216058545,10.734655799244871,0.4702648675662169,0.5727136431784108,-5.077557316411148,2.956230963880132,1,true,true,0.32002801120448177,0.28669467787114844,4.563196646504019,4.824387108862691,0.9012993503248375,0.9005497251374313,17.57751743519784,1,0.7794117647058824,0.7906162464985994,2.355901563406933,2.2576596802906943,4.290430333197323,false,false,8,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.17983193277310924,0.2469187675070028,9.778525756398906,9.701210285562718,0.5189905047476262,0.5549725137431285,-10.12011720051709,2.8088775722352035,1,true,true,0.1303921568627451,0.1303921568627451,5.076282532862438,4.768206581585756,0.8900549725137431,0.8913043478260869,0.14399209331081242,1,0.784733893557423,0.769187675070028,2.2507118270175264,2.1692574447445683,2.0082695440846976,false,false,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.2180672268907563,0.38207282913165264,10.499323174811895,11.277745084644636,0.5069965017491255,0.41129435282358817,-1.995587420541128,2.6144628375064096,1,true,true,0.1303921568627451,0.1303921568627451,3.7923982610104994,4.245673606136472,0.9307846076961519,0.9087956021989005,-1.1753289496646122,1,0.7754901960784314,0.777170868347339,2.0720475711524076,2.3338988624913437,3.113897364377692,false,true,6,2,9,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.2661064425770308,0.3022408963585434,11.556655402203733,12.850259255465584,0.5002498750624688,0.40354822588705647,-0.6777815813328725,3.148675203576101,1,true,true,0.3130252100840336,0.2676470588235294,5.300702680089161,5.476409934266328,0.9030484757621189,0.883808095952024,37.76524687875349,1,0.7815126050420168,0.7742296918767507,2.6281418139002892,2.576885296945741,4.31164015654248,false,false,8,2,9,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.18025210084033613,0.2280112044817927,8.837017233239154,10.28707096097603,0.5054972513743128,0.6621689155422289,2.0498697400442003,3.205873636208987,1,true,true,0.2273109243697479,0.2250700280112045,4.3292350949908665,4.902507368372414,0.8903048475762119,0.920039980009995,-56.960739592930736,1,0.7886554621848739,0.7850140056022409,2.259637921822295,2.543219806235271,2.954547138014628,false,true,2,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.22745098039215686,0.2700280112044818,10.105826521556352,10.490934546090417,0.47726136931534235,0.7261369315342329,3.642900284880365,3.247941402254917,1,true,true,0.16694677871148458,0.15560224089635855,5.001760432159143,5.412330661153893,0.9080459770114943,0.9377811094452774,46.16978996823663,1,0.7627450980392156,0.7512605042016807,2.213139561348997,2.311832870700238,3.734219150514497,false,true,6,2,9,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.2523809523809524,0.35084033613445376,10.436448376116985,11.168325332042993,0.49275362318840576,0.44002998500749624,6.056911163075552,2.5682294902762313,1,true,true,0.2469187675070028,0.22450980392156863,4.72134056647061,4.736409346088617,0.9042978510744628,0.9062968515742129,-0.7529468927189397,1,0.7918767507002801,0.7869747899159664,2.526521874699795,2.0548820250495496,1.4540663833820926,false,false,6,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.23025210084033612,0.29481792717086835,9.55605714637335,13.460554027517864,0.5184907546226887,0.468015992003998,1.639223134479838,2.839715556869322,1,true,true,0.18081232492997198,0.1920168067226891,4.933173512076701,5.718272661942105,0.8833083458270865,0.8778110944527736,24.227490600434983,1,0.7726890756302521,0.780672268907563,2.3069254838393856,2.6756518986363402,1.8531439958179816,false,false,6,2,9,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.23011204481792716,0.35126050420168065,11.919414825239647,13.0520238636731,0.5107446276861569,0.4472763618190905,2.318684030064909,2.7819059116836113,1,true,true,0.20294117647058824,0.16792717086834733,4.955276008935787,4.835614576329405,0.9220389805097451,0.892303848075962,-49.15774811275599,1,0.7939775910364145,0.7897759103641456,2.437509601712716,2.0001060242270996,2.6736906090071657,false,true,7,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.1938375350140056,0.23907563025210085,10.140509955500312,11.56111820599052,0.46701649175412296,0.696151924037981,2.457045512026669,3.360330392142016,1,true,true,0.16806722689075632,0.1799719887955182,5.403394308736062,6.051228915937839,0.9120439780109945,0.912543728135932,-101.38493287830484,1,0.7981792717086835,0.7866946778711484,2.3355455592027443,2.6106476177048212,3.749767209832792,false,true,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.24131652661064426,0.30210084033613444,11.467214263156192,14.69621261325556,0.526736631684158,0.6011994002998501,-0.4849912104660027,2.675697041289782,1,true,true,0.1915966386554622,0.16792717086834733,5.124202613269947,5.220700436500743,0.8948025987006496,0.887056471764118,-14.178607329794072,1,0.7721288515406163,0.764985994397759,2.5263845923105435,2.649257469612521,3.1618168886735227,false,true,7,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.29901960784313725,0.315266106442577,11.625058837873272,11.474506085421812,0.5282358820589705,0.5104947526236882,4.286554931895516,3.143782286386714,1,true,true,0.28949579831932776,0.2469187675070028,5.407443517240363,5.565472737627589,0.8878060969515242,0.887056471764118,6.822227003822128,1,0.792156862745098,0.7876750700280112,2.5859648196674727,2.30688878708147,2.3595364687256466,false,true,12,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.19257703081232494,0.27941176470588236,10.932212652937599,10.885817168565834,0.4910044977511244,0.6451774112943528,3.3734811145889596,3.4509594402062422,1,true,true,0.15588235294117647,0.15560224089635855,4.539891594311795,4.67259608351201,0.8975512243878061,0.8903048475762119,-0.7100982953010055,1,0.7858543417366947,0.7623249299719888,2.4051638512960727,2.3876324788792593,2.1964736224866788,false,true,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.22745098039215686,0.3040616246498599,12.65106334575647,12.752077705769008,0.47676161919040483,0.6164417791104448,4.687488197545211,3.610686392117497,1,true,true,0.21400560224089635,0.20210084033613446,5.366556287782776,5.647297380987743,0.923288355822089,0.9257871064467766,60.88992878113625,1,0.7743697478991597,0.7484593837535014,2.450060789212388,2.41030188238661,2.795064826818498,false,true,6,2,9,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.27324929971988793,0.25168067226890756,9.438906609247447,14.182495924021028,0.48325837081459266,0.5392303848075961,1.048035640387796,2.5388121518427123,1,true,true,0.19047619047619047,0.15532212885154062,5.488023116619198,4.695812367151476,0.8403298350824588,0.8455772113943029,17.855056274888835,1,0.7620448179271708,0.7542016806722689,2.470386929764228,1.8593052276079642,2.498798618195675,false,true,11,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
0.192296918767507,0.22717086834733893,8.630846438007719,10.141510272322524,0.4865067466266867,0.6114442778610695,0.2280249671762733,2.672995017200925,1,true,true,0.15560224089635855,0.15532212885154062,4.848347552539751,5.174022144034152,0.9070464767616192,0.9160419790104948,-14.28672921503553,1,0.77703081232493,0.7855742296918767,2.147678254944995,2.135179592407884,3.2581148949412606,false,true,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.1,0.1,1.0
